HOUSEID,ANNMILES,GASUSGE,HighestEDUC,TAXISERVICE,RIDESHARE22,ESCOOTERUSED,PTUSED,MCTRANSIT,WALKTRANSIT,BIKETRANSIT,EMPLOYMENT2,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000096417,51100,2042.3468208909949,7,0,0,0,0,0,5,0,0,20151.568709,21201.298375,0.0,3,1,1,2,6,3,2,3,4,64,1,1,1,1,3,5,1,10,4,6,2,4,6,2,0,0,3,2,202207,0,1032
9000096721,145000,5204.169241195278,6,0,0,0,0,0,10,0,4,19390.421069,24915.344184,0.0,1,3,1,2,5,3,2,1,0,54,1,3,3,2,1,1,2,9,4,6,2,4,6,2,0,0,1,2,202206,1,1030
9000096729,40000,1798.6445660785769,5,0,0,0,0,0,4,0,93,11147.122194,13909.639102,0.0,2,1,1,2,3,2,2,3,6,34,2,6,6,1,4,3,1,6,4,6,2,4,6,2,2,0,3,2,202206,3,1026
9000096796,87000,3155.375186242966,7,0,0,0,0,0,27,10,62,22092.084469,35172.460617,0.0,4,2,1,1,2,1,2,4,6,21,1,11,11,1,4,4,1,10,1,5,3,1,4,1,0,0,4,1,202206,2,1023
9000096963,42000,2158.2355717548035,6,0,0,0,0,0,0,0,110,10893.452855,13711.254884,0.0,2,1,1,2,8,4,2,3,20,83,1,8,8,1,7,3,1,6,3,1,6,4,6,2,5,0,7,2,202206,3,1036
9000096972,165000,6007.338123013685,7,0,0,0,0,0,0,0,40,7583.1153236,10806.992354,0.0,1,1,1,2,7,3,2,1,2,72,1,8,8,1,1,1,2,9,2,5,6,1,5,1,0,0,1,1,202207,1,1033
9000096989,66286,2844.9494095936548,3,0,0,0,0,0,0,0,15,33887.477952,0.0,112064.98397,2,3,3,2,5,3,2,2,6,53,1,8,8,1,6,2,1,4,3,1,1,1,1,1,2,2,4,1,202207,2,1029
9000097121,80000,2742.2010150580586,7,2,0,0,20,0,20,0,40,19243.693097,0.0,58601.26012,2,3,1,2,7,3,2,2,1,73,1,8,8,1,2,1,2,10,3,3,7,1,2,1,0,0,2,1,202207,1,1033
9000097418,199000,6882.856209605958,6,0,2,2,0,0,30,6,100,10480.578166,0.0,28476.912942,2,1,1,2,3,2,2,2,6,33,1,11,11,1,2,2,1,2,3,3,1,1,3,1,0,0,2,1,202207,2,1025
9000097549,214100,11150.736211871405,5,0,0,0,0,1,0,0,0,20674.69974,31302.0107,0.0,3,2,4,2,5,3,2,3,3,53,1,8,8,1,3,6,1,8,3,1,3,2,6,1,0,0,3,1,202207,0,1029
9000097608,74000,2555.270420574605,7,0,0,0,0,0,0,0,109,9741.8305109,13458.061092,0.0,2,1,1,2,5,3,2,2,8,54,1,7,7,1,2,2,1,2,4,6,4,4,6,2,0,0,2,1,202206,2,1029
9000097639,61000,2869.1994337568813,7,0,0,0,0,0,4,0,135,26686.877253,37213.186099,0.0,3,2,1,2,2,1,2,4,6,24,1,11,11,1,5,5,1,6,4,6,4,4,6,2,2,0,5,2,202206,3,1024
9000097710,82000,2883.0807605555387,4,0,0,0,0,0,6,0,80,36062.187102,50873.724335,0.0,2,3,3,2,5,3,2,2,2,53,1,6,6,1,2,2,1,2,3,1,3,1,1,1,0,0,2,1,202207,2,1029
9000097789,206000,7682.45624060895,6,0,1,0,0,0,8,0,80,16444.912639,22633.713361,0.0,2,1,1,2,3,2,2,2,11,32,1,7,7,1,2,2,1,2,2,4,6,1,3,1,0,0,2,1,202207,2,1025
9000097929,39400,1859.1420108157204,5,0,0,0,0,0,0,0,72,16317.358662,21804.903943,0.0,2,1,1,2,3,2,2,2,2,33,1,9,9,1,2,3,1,2,3,2,2,4,6,2,0,0,2,2,202207,2,1026
9000098038,65300,2590.7350538458154,6,0,0,0,0,0,0,0,40,33138.702468,0.0,113456.69334,2,3,3,2,3,2,2,2,2,33,1,4,4,1,2,4,1,2,3,1,7,1,1,1,0,0,2,1,202207,1,1025
9000098089,65000,2887.3148778776654,4,0,0,0,0,0,0,0,100,26298.78488,30562.10153,0.0,3,1,1,2,6,3,2,4,3,64,1,6,6,1,5,3,1,6,4,6,2,4,6,2,2,0,5,2,202206,3,1032
9000098316,235000,9183.258497894196,6,0,0,0,0,0,3,0,40,34277.695294,47590.112289,0.0,2,1,1,2,7,3,2,2,8,72,1,8,8,5,4,2,1,6,2,5,5,4,6,2,2,0,4,1,202206,1,1033
9000098332,90000,3343.2607746966546,3,0,0,0,0,5,0,0,0,158491.2177,208862.55037,0.0,1,3,1,1,9,4,1,1,0,91,1,4,4,1,1,1,2,1,1,5,3,1,2,1,0,0,1,1,202206,0,1037
9000098442,183200,7156.113825081932,4,0,0,0,0,0,5,0,20,27107.091651,0.0,99130.729874,1,3,3,2,5,3,2,1,0,53,1,1,1,2,3,1,1,5,3,3,1,1,2,1,2,0,3,1,202206,1,1029
9000098452,50000,1872.234200607675,3,0,3,0,1,0,2,0,97,51087.415884,0.0,171356.35026,3,3,1,2,7,3,1,2,4,73,1,3,3,1,6,2,1,4,3,3,1,4,6,2,2,1,5,2,202207,3,1034
9000098491,70000,3413.328713322009,6,0,0,0,0,0,0,0,60,17282.216066,25353.276606,0.0,2,1,1,2,5,3,2,2,2,52,1,11,11,1,4,2,1,4,2,5,6,1,5,1,1,1,3,1,202207,1,1029
9000098648,240000,9169.740839879429,5,0,4,0,0,0,0,0,90,16306.279557,23170.760005,0.0,2,3,1,2,5,3,2,2,5,53,1,6,6,1,3,2,1,6,3,3,2,1,2,1,1,0,3,1,202206,2,1029
9000098826,55000,2538.517164100138,5,0,0,0,0,0,5,0,0,9107.4742074,12561.686049,0.0,2,1,1,2,5,3,2,2,0,52,1,6,6,1,2,2,1,10,2,4,2,4,6,2,0,0,2,2,202207,0,1030
9000098888,140500,5802.223421019712,5,0,0,0,0,0,30,0,0,43865.418833,54096.82363,0.0,3,1,1,2,6,3,2,3,6,63,1,6,6,1,3,4,1,2,3,1,3,4,6,2,0,0,3,2,202208,0,1032
9000098950,98000,3751.8739174473503,3,0,0,0,0,0,18,0,0,70994.380252,93798.099245,0.0,1,2,4,2,5,3,2,1,0,53,1,1,1,1,1,1,2,1,3,3,4,4,6,2,0,0,1,2,202208,0,1030
9000098967,81300,4202.659412622803,3,0,0,0,0,0,36,0,0,39479.492964,61506.104058,0.0,3,2,1,2,4,2,2,3,7,43,1,5,5,1,3,4,1,8,3,3,5,4,6,2,0,0,3,2,202207,0,1028
9000104481,58500,2022.2748982223172,5,0,0,0,0,0,20,0,94,41849.464748,56195.660893,0.0,4,2,1,2,4,2,2,4,2,42,1,9,9,1,5,6,1,4,2,5,4,1,5,1,0,1,4,1,202207,2,1027
9000104535,279893,11395.105463547367,3,0,0,0,0,0,2,0,0,80361.224697,0.0,303468.16432,3,3,1,2,4,2,2,3,0,42,2,3,3,1,4,3,1,4,2,4,1,1,5,1,1,0,3,1,202207,0,1027
9000104788,24200,2192.1133932873986,3,0,0,0,0,0,0,0,0,59862.984225,0.0,186351.30803,2,1,1,2,7,3,2,3,4,73,1,7,7,1,3,4,1,8,3,3,1,4,6,2,1,0,3,2,202207,0,1034
9000104801,117000,4074.504997488392,8,0,0,0,0,0,0,0,40,12545.302969,0.0,30941.102577,1,1,1,2,6,3,2,1,2,63,1,9,9,1,3,1,1,5,3,3,1,1,2,1,2,0,3,1,202207,1,1031
9000104840,138000,4859.361524162763,5,0,0,0,0,0,0,0,40,109807.29412,160644.2634,0.0,2,3,1,2,8,4,2,2,0,82,1,6,6,3,3,2,1,4,2,4,4,1,5,1,0,1,2,1,202207,1,1035
9000104863,62800,2357.299293991558,8,0,0,0,0,0,0,0,60,22412.725486,34203.847873,0.0,2,1,1,1,5,3,1,1,8,51,1,11,11,1,2,3,1,10,1,5,3,1,4,1,0,0,2,1,202208,1,1029
9000104872,65000,2191.3880836254184,6,0,0,0,0,0,0,0,95,16188.616979,20748.280007,0.0,3,1,1,2,6,3,2,3,2,64,1,9,9,1,3,3,1,2,4,6,2,4,6,2,0,0,3,2,202208,2,1032
9000104963,205000,4814.023445466135,4,0,0,14,0,20,2,2,0,12084.877251,0.0,51548.283569,2,3,1,2,4,2,2,2,4,43,1,8,8,1,2,3,1,10,3,2,1,1,1,1,0,0,2,1,202207,0,1027
9000104993,107421,3816.873747709335,6,0,0,0,0,0,0,0,100,7071.0962111,8971.5482864,0.0,3,1,1,2,3,2,2,2,3,34,1,7,7,1,4,1,1,6,4,6,2,4,6,2,1,0,4,2,202208,2,1026
9000105033,65000,3128.2186561921035,6,0,0,0,0,0,0,0,100,12093.422047,16975.284804,0.0,2,2,1,1,5,3,2,2,4,51,1,9,9,1,2,2,1,2,1,5,6,2,6,1,0,0,2,1,202207,2,1029
9000105115,110200,3907.676995180501,4,0,0,0,0,0,0,0,76,23389.263748,0.0,81951.044436,2,2,1,2,2,1,2,2,6,23,1,8,8,1,2,2,1,2,3,1,7,4,6,2,0,0,2,1,202207,2,1023
9000105160,38000,1818.6592291316874,6,0,0,0,0,0,0,0,40,38864.245577,56173.471517,0.0,2,1,1,1,9,4,1,2,2,91,2,11,11,1,4,2,1,6,1,5,5,1,4,1,2,0,3,1,202207,2,1037
9000105164,40000,1997.8304077954804,6,0,0,0,0,0,0,0,110,16668.400523,24745.588705,0.0,2,1,3,2,2,1,2,2,2,22,1,10,10,1,2,3,1,2,2,4,6,4,6,2,0,0,2,1,202207,2,1023
9000105301,55000,2415.067309273357,4,0,0,0,0,0,1,0,107,43637.95651,58157.767693,0.0,2,1,1,2,3,2,2,2,4,34,1,7,7,3,2,2,1,2,4,6,4,4,6,2,0,0,2,2,202207,2,1026
9000105441,182000,6829.107306338846,4,0,0,0,0,0,0,0,0,40534.125689,0.0,136158.45182,1,3,3,2,5,3,2,1,0,52,1,2,2,2,1,1,2,9,2,4,7,1,5,1,0,0,1,1,202208,0,1029
9000105476,80000,3688.6247372491657,5,0,0,0,0,0,3,0,30,18615.446511,26926.785951,0.0,2,2,1,2,7,3,2,2,5,73,1,7,7,1,2,6,1,10,3,3,4,4,6,2,0,0,2,2,202207,1,1034
9000105555,59200,2397.0568062421535,4,0,0,0,0,0,0,0,170,34746.419709,55165.326953,0.0,5,1,1,2,1,1,2,5,5,13,1,10,10,1,5,6,1,8,3,2,2,1,2,1,0,0,5,1,202208,4,1021
9000105606,106000,3648.0825668877105,7,0,0,0,4,0,0,10,80,23072.320194,31489.361561,0.0,2,2,1,2,3,2,2,2,1,33,1,3,3,3,3,3,1,8,3,3,6,1,3,1,1,0,3,1,202207,2,1025
9000105626,50000,1802.201436904105,3,0,0,0,0,0,5,0,40,35179.229109,47552.796375,0.0,1,3,3,2,3,2,1,1,6,32,1,2,2,1,1,1,2,1,2,4,2,1,5,1,0,0,1,1,202207,1,1025
9000105728,135000,5116.713765988146,7,0,0,0,0,0,2,0,0,9161.8903774,11937.954191,0.0,1,3,3,1,9,4,2,1,2,91,1,4,4,1,1,1,2,1,1,5,4,1,4,1,0,0,1,1,202207,0,1037
9000105742,168500,6927.624956829497,6,0,1,0,0,0,5,0,40,6930.5296454,0.0,19946.070241,2,1,1,2,7,3,2,1,0,72,1,10,10,1,2,2,1,2,2,5,1,1,5,1,0,0,2,1,202207,1,1033
9000105991,70000,3292.010933065727,6,0,0,0,0,0,15,2,0,13994.237411,0.0,36508.020825,2,1,1,2,8,4,2,2,2,83,1,9,9,1,2,2,1,2,3,2,7,1,2,1,0,0,2,1,202208,0,1035
9000106010,174000,5978.973761986442,4,0,0,0,1,1,1,0,0,19780.41513,0.0,58341.513146,1,1,1,1,3,2,2,1,0,31,1,6,6,2,1,3,2,9,1,4,1,1,4,1,0,0,1,1,202207,0,1025
9000106076,56826,1919.398142238341,1,0,1,0,0,0,0,0,100,47607.139992,0.0,91615.172688,2,3,3,1,9,4,2,2,2,91,1,11,11,1,2,2,1,2,1,4,1,1,4,1,0,0,2,1,202208,2,1037
9000106257,440000,22061.413022351702,4,0,0,0,0,0,0,0,40,19822.899517,27321.529694,0.0,2,1,1,2,5,3,2,3,2,53,1,6,6,1,5,3,1,4,3,1,3,1,1,1,1,2,3,2,202207,1,1030
9000106279,145000,5617.376486774149,5,0,0,0,0,0,2,0,0,9945.7475503,12502.58046,0.0,2,3,3,2,8,4,1,2,3,82,2,1,1,1,7,2,1,6,2,5,5,1,5,1,5,0,6,1,202207,1,1035
9000106390,200000,6719.078037146008,3,1,2,0,0,0,5,0,61,55946.49224,80106.612869,0.0,1,3,4,2,8,4,2,1,0,83,1,5,5,2,3,1,1,5,3,3,5,1,3,1,2,0,3,1,202207,1,1035
9000106407,50000,2522.7046901174103,6,0,0,0,0,0,0,0,80,5155.7151971,0.0,14311.010782,2,3,1,2,4,2,2,2,4,43,1,7,7,1,2,2,1,2,3,1,1,4,6,2,0,0,2,2,202207,2,1028
9000106496,90600,4347.79507508444,5,0,0,2,0,0,0,0,40,24838.132282,0.0,104215.45571,5,1,1,2,7,3,1,5,0,72,2,7,7,1,5,6,1,2,2,5,1,1,5,1,0,0,4,1,202207,2,1033
9000106697,47200,1940.652858640969,6,0,3,0,0,0,0,0,40,16213.394182,22909.667739,0.0,2,1,1,2,7,3,2,3,12,73,1,9,9,1,4,4,1,6,3,2,4,1,1,1,2,0,4,1,202207,1,1033
9000106739,128200,4555.15035909438,5,0,0,0,0,0,2,0,85,23464.545956,35531.717157,0.0,2,1,1,2,2,1,2,2,3,23,1,8,8,1,2,2,1,7,3,3,3,1,3,1,0,0,2,1,202208,2,1023
9000106834,58100,2018.893836489414,7,0,2,0,0,0,45,20,45,9967.037222,14944.099722,0.0,2,1,1,2,3,2,2,2,6,33,1,9,9,1,2,5,1,2,3,1,5,1,1,1,0,0,2,1,202208,2,1025
9000106893,37500,1867.812428662391,5,0,0,0,0,0,2,0,0,13982.026013,15921.175674,0.0,1,2,1,2,6,3,2,1,2,63,1,5,5,1,1,4,2,9,3,1,3,4,6,2,0,0,1,2,202208,0,1032
9000106964,100000,3439.622029861534,4,0,2,0,0,0,5,6,65,18166.811615,25900.470029,0.0,2,1,2,1,9,4,2,2,2,91,1,6,6,1,2,2,1,7,1,5,5,2,6,1,0,0,2,1,202207,2,1037
9000106979,65000,2816.775970941625,6,0,0,0,0,0,0,0,80,26815.818127,0.0,72868.965291,2,1,1,2,6,3,2,2,0,63,1,8,8,1,3,2,1,4,3,1,1,2,6,1,0,1,2,1,202207,2,1031
9000107066,64000,2206.501167870637,5,0,0,0,0,0,1,0,65,15524.188241,20952.177968,0.0,3,3,1,2,8,4,2,2,16,83,1,8,8,1,3,2,1,2,3,1,6,2,6,1,0,0,3,1,202208,2,1036
9000107083,200000,6454.319553361087,3,0,0,0,0,0,1,0,0,27878.133493,0.0,101223.5727,1,4,1,2,7,3,2,1,0,73,1,1,1,1,1,1,2,1,3,1,1,2,6,1,0,0,1,1,202208,0,1033
9000107381,60000,2842.9303038295493,7,0,18,0,28,0,23,7,60,19688.927888,0.0,44048.56031,3,2,1,1,3,2,2,2,9,31,1,11,11,1,3,2,1,8,1,4,1,1,4,1,0,0,3,1,202207,2,1025
9000107465,47000,1878.5685880650171,4,0,0,0,0,0,3,0,60,26006.434322,34126.132996,0.0,2,1,4,2,3,2,2,2,10,34,1,7,7,1,5,2,1,6,4,6,3,4,6,2,3,0,5,2,202207,1,1026
9000107559,149143,5146.809289427526,5,0,2,2,0,0,1,0,0,6357.1342195,9181.2649917,0.0,2,3,3,2,3,2,2,2,1,32,1,3,3,1,2,2,1,2,2,4,2,1,5,1,0,0,2,1,202207,0,1025
9000107675,41200,1822.540240524088,3,0,2,0,0,4,12,0,0,50149.364355,69452.030264,0.0,2,3,1,2,5,3,2,3,4,52,2,3,3,1,4,4,1,6,2,4,4,4,6,2,2,0,3,2,202207,1,1030
9000107727,195571,12583.811594080047,7,0,0,0,0,0,14,0,87,9136.656349,0.0,42596.425867,3,1,1,2,3,2,2,2,6,33,1,6,6,1,4,2,1,6,3,1,1,4,6,2,1,0,4,2,202207,3,1026
9000107787,90000,3418.5931547455666,3,0,0,0,0,0,0,0,142,94219.50771,0.0,242826.03175,2,1,1,2,4,2,2,2,7,42,1,10,10,3,4,2,1,6,2,4,7,1,5,1,2,0,4,2,202208,2,1028
9000107797,200000,8873.33630788033,6,0,0,0,0,0,0,2,0,5465.6252447,9418.4443964,0.0,2,2,1,2,4,2,2,2,16,43,1,11,11,1,2,2,1,10,3,1,6,4,6,2,0,0,2,2,202208,0,1028
9000107970,250000,8868.565384689948,7,0,0,0,0,0,0,0,80,6008.5167908,8482.2726029,0.0,2,1,1,1,5,3,2,2,2,51,1,8,8,1,4,2,1,6,1,4,5,2,6,1,2,0,4,2,202208,2,1030
9000107980,264000,11889.245486717635,5,0,0,0,0,0,4,0,140,15213.606827,21788.042779,0.0,3,2,1,2,5,3,2,3,6,53,1,7,7,1,3,3,1,2,3,2,2,4,6,2,0,0,3,2,202207,3,1030
9000107995,110714,5838.3685552245615,3,0,0,0,0,0,0,0,0,28867.633048,41707.088622,0.0,2,2,4,2,7,3,2,2,0,74,1,6,6,1,2,2,1,10,4,6,3,4,6,2,0,0,2,2,202207,0,1034
9000108014,40000,1943.636033809935,6,0,0,0,0,0,0,0,80,8252.2358441,0.0,26662.469096,2,2,1,2,7,3,2,2,5,74,1,7,7,1,2,3,1,10,4,6,1,4,6,2,0,0,2,2,202207,2,1034
9000113623,52000,2197.8555499099502,6,0,0,0,0,0,0,0,80,12398.82704,19497.08004,0.0,2,1,1,2,5,3,2,2,10,53,1,10,10,1,3,3,1,6,3,1,3,4,6,2,1,0,3,2,202208,2,1030
9000113811,113600,3952.376982667793,4,0,0,0,0,0,0,0,70,36532.855513,0.0,127312.20716,2,1,1,2,2,1,2,2,6,22,1,8,8,1,2,2,1,2,2,4,7,1,5,1,0,0,2,1,202208,2,1023
9000113929,65500,2181.8732985315937,4,0,0,0,0,0,0,0,0,15147.033245,22685.502397,0.0,2,2,1,1,3,2,2,1,4,31,1,7,7,1,2,2,1,10,1,5,5,1,1,1,0,0,2,1,202208,0,1025
9000114080,288654,10505.220019572895,6,0,0,0,0,0,0,0,52,8582.0419041,11650.26763,0.0,1,2,1,2,2,1,2,1,0,24,1,6,6,1,1,2,2,1,4,6,3,4,6,2,0,0,1,2,202208,1,1024
9000114483,147296,4961.738502853466,7,0,0,0,22,0,7,0,0,20343.982115,28462.466396,0.0,3,2,1,2,2,1,2,1,1,22,1,3,3,3,3,2,1,2,2,4,6,1,3,1,0,0,3,1,202208,0,1023
9000114521,74000,2577.037348838812,8,0,0,0,0,0,0,0,30,9206.6564721,0.0,41118.642718,1,1,1,2,5,3,2,1,0,52,1,5,5,1,1,1,2,9,2,5,1,1,5,1,0,0,1,1,202209,1,1029
9000114640,76000,3293.183322701442,4,0,0,0,0,0,0,0,104,31527.809843,0.0,86666.463296,3,1,1,1,5,3,2,3,3,51,1,11,11,1,3,3,1,2,1,4,1,1,4,1,0,0,3,1,202208,3,1029
9000114685,60000,2036.0842536806083,5,0,0,0,0,0,0,0,25,14021.204064,19145.658596,0.0,1,1,2,2,5,3,2,1,4,52,1,5,5,1,1,1,2,1,2,5,5,1,5,1,0,0,1,1,202208,1,1029
9000114762,70000,2487.233989067812,5,0,0,0,0,0,0,0,0,24720.70822,30111.1386,0.0,2,1,1,2,7,3,1,2,0,74,1,5,5,1,2,2,1,2,4,6,6,4,6,2,0,0,2,2,202209,0,1034
9000114773,207000,8281.97649379176,7,0,0,0,0,0,0,0,0,13977.29217,19703.202652,0.0,2,2,1,1,9,4,2,2,1,91,1,2,2,3,2,2,1,10,1,5,3,1,4,1,0,0,2,1,202208,0,1037
9000114786,355000,19176.075628730443,4,0,0,0,0,0,30,0,0,31778.291954,41239.518486,0.0,1,1,1,2,2,1,2,1,2,23,1,6,6,1,1,2,2,9,3,1,4,2,6,1,0,0,1,1,202209,0,1023
9000114821,200000,7136.717690140256,2,0,0,0,0,0,3,0,30,74486.033951,0.0,247008.02473,1,3,3,2,7,3,1,1,2,73,1,1,1,97,2,1,1,3,3,2,7,1,2,1,0,1,1,1,202208,1,1033
9000115254,40000,2147.4094404561606,6,0,0,0,0,0,14,0,0,14161.215064,22949.566833,0.0,2,2,1,2,8,4,2,2,13,83,1,10,10,1,2,2,1,10,3,1,3,1,1,1,0,0,2,1,202208,0,1035
9000115412,65000,4014.9313512763697,4,0,0,0,0,0,30,0,40,18326.652078,24512.008391,0.0,1,3,3,2,3,2,2,1,4,33,1,4,4,1,1,1,2,1,3,1,5,2,6,1,0,0,1,1,202208,1,1025
9000115495,175000,6172.694724997387,8,0,0,0,0,0,15,0,0,8550.4855727,0.0,30106.376263,2,2,1,2,7,3,2,2,5,72,1,7,7,1,2,2,1,10,2,4,7,4,6,2,0,0,2,2,202209,0,1034
9000115583,202000,7492.438613560277,7,0,1,0,0,0,0,0,120,79351.066971,0.0,255269.97192,2,1,1,1,9,4,1,2,14,91,1,11,11,1,4,3,1,4,1,5,7,1,3,1,2,0,4,1,202208,2,1037
9000115621,86000,2977.642516350922,4,0,0,0,0,0,14,0,0,18483.022234,29826.449812,0.0,1,3,2,2,6,3,2,0,2,63,1,2,2,2,4,1,1,5,3,2,3,1,2,1,3,0,4,1,202208,1,1031
9000115737,80000,2769.9000152101603,8,0,0,0,0,0,30,18,40,36452.755,52413.30512,0.0,1,3,3,2,2,1,2,1,0,22,1,8,8,3,1,1,2,1,2,4,3,1,5,1,0,0,1,1,202208,1,1023
9000115751,79250,2732.788560125423,6,0,6,0,0,0,5,5,40,7405.1335639,10780.369234,0.0,2,3,1,2,9,4,2,2,0,92,1,7,7,1,2,3,1,10,2,4,4,1,5,1,0,0,2,1,202208,1,1037
9000115853,478000,17059.76107050759,7,0,0,0,0,0,3,1,85,12689.391969,17942.55718,0.0,2,3,1,2,1,1,2,3,22,13,1,9,9,1,5,3,1,6,3,3,6,1,2,1,3,0,5,1,202209,3,1021
9000115971,144559,6351.131715252037,3,0,0,0,0,0,2,0,20,20554.659243,0.0,85166.13511,1,3,3,2,8,4,2,1,2,83,1,1,1,1,5,1,1,5,3,3,7,1,3,1,4,0,5,1,202211,1,1035
9000116089,54000,1856.599017621324,8,0,0,0,2,0,30,3,110,11053.585369,18250.835223,0.0,5,1,1,2,3,2,2,4,7,32,1,11,11,1,5,4,1,8,2,4,3,1,5,1,0,0,5,1,202208,4,1025
9000116192,97441,3409.4312873783547,6,0,0,0,0,0,15,10,135,23237.354262,0.0,62197.673371,4,1,2,1,2,1,2,4,3,21,2,10,10,1,5,4,1,8,1,5,1,1,4,1,1,0,4,1,202208,4,1023
9000116193,66000,3541.6156430528,3,0,0,0,0,0,0,0,0,24370.267676,0.0,93582.553607,1,2,4,2,1,1,2,1,1,13,1,6,6,1,1,1,2,9,3,2,1,1,1,1,0,0,1,1,202209,0,1021
9000116640,101000,4238.009491386296,6,0,2,0,0,0,30,0,80,661.65566342,922.75060298,0.0,2,1,2,2,9,4,2,2,4,92,1,9,9,5,2,2,2,2,2,4,4,1,3,1,0,0,2,1,202209,2,1039
9000116762,78500,3722.503764262301,4,0,0,0,0,0,15,0,45,14862.944001,0.0,44657.503384,2,2,1,2,7,3,2,2,6,72,1,7,7,1,2,3,1,10,2,5,7,1,5,1,0,0,2,1,202208,1,1033
9000116795,201500,7732.820247226969,8,0,0,0,0,0,3,2,40,40589.144295,0.0,132385.57135,2,1,1,2,3,2,2,2,3,32,1,9,9,1,2,2,1,10,2,4,7,1,5,1,0,0,2,1,202208,1,1025
9000116855,98000,4107.560955695375,8,0,0,0,0,0,0,0,85,34295.623736,51417.465462,0.0,2,1,1,2,3,2,2,2,27,33,1,11,11,1,4,4,1,6,3,1,3,4,6,2,2,0,4,2,202210,2,1026
9000116917,53000,1839.6128053753828,7,0,2,0,0,0,0,0,100,24118.011936,0.0,59752.086244,3,1,1,2,6,3,2,3,7,63,1,11,11,1,3,4,1,2,3,1,7,1,1,1,0,0,3,1,202208,3,1031
9000116951,127700,5309.986695805038,5,0,0,0,0,0,0,0,40,31064.206813,44656.22444,0.0,2,3,1,2,3,2,2,1,2,33,1,3,3,1,6,2,1,4,3,1,4,2,6,1,4,0,6,1,202208,1,1025
9000117149,207000,7731.735457189348,4,0,0,0,0,0,0,0,40,25722.502225,35627.196499,0.0,2,3,2,2,5,3,2,2,0,53,1,5,5,1,4,2,1,4,3,1,6,4,6,2,0,2,2,2,202208,1,1029
9000117164,200000,9147.3479993848,8,0,0,0,0,0,1,0,40,10127.386601,13092.439737,0.0,1,1,1,2,7,3,2,1,2,73,1,3,3,1,1,1,2,1,3,3,4,4,6,2,0,0,1,2,202209,1,1034
9000117338,257000,9333.60714030793,7,0,1,1,0,0,0,0,45,15959.341982,22374.029679,0.0,1,1,1,2,5,3,2,1,2,53,1,10,10,1,1,4,2,1,3,2,5,1,2,1,0,0,1,1,202209,1,1029
9000117419,354303,12465.785989813936,6,0,0,0,0,0,2,0,100,32439.904443,0.0,134430.61929,3,1,1,2,5,3,1,3,10,52,1,7,7,1,5,3,1,4,2,4,1,1,5,1,1,1,4,1,202208,3,1029
9000117641,54000,2005.9564648179926,4,0,2,0,0,0,6,0,40,9576.690088,12733.422224,0.0,2,3,3,1,2,1,2,2,2,21,1,5,5,1,2,2,1,2,1,5,5,1,4,1,0,0,2,1,202208,2,1023
9000118027,70500,2980.3796421627535,6,0,0,0,5,25,30,0,122,5480.6661493,7588.318025,0.0,3,1,1,2,3,2,2,3,3,33,1,8,8,1,3,5,1,2,3,1,2,4,6,2,0,0,3,2,202208,3,1026
9000118038,155176,5496.628263520157,3,0,0,0,0,0,0,0,0,31488.638783,0.0,154479.477,2,2,1,2,3,2,2,2,0,34,1,5,5,1,2,2,1,10,4,6,1,4,6,2,0,0,2,2,202209,0,1026
9000124839,380000,13529.095944407207,8,0,2,0,0,0,0,0,0,10406.207144,13005.586623,0.0,3,2,2,1,5,3,2,1,3,51,1,1,1,3,3,3,2,2,1,5,2,1,4,1,0,0,3,1,202210,0,1029
9000124933,78000,2594.2360301420736,7,0,0,0,0,0,0,0,0,15130.749774,0.0,59196.208195,2,2,5,2,5,3,2,2,1,53,1,6,6,1,3,1,1,6,3,1,1,4,6,2,1,0,3,2,202209,0,1030
9000125122,37700,1920.2206830326172,5,0,0,0,0,0,0,0,85,14700.557691,20891.100447,0.0,3,2,1,2,3,2,2,3,7,33,1,9,9,1,3,5,1,10,3,1,6,4,6,2,0,0,3,2,202210,2,1026
9000125196,56001,1969.9239430918972,7,1,0,3,1,1,3,2,40,28723.979648,38114.088304,0.0,1,2,1,1,5,3,2,2,2,51,1,7,7,3,4,2,1,3,1,5,5,1,4,1,2,1,3,1,202210,1,1029
9000125235,105000,3620.0409785377633,5,0,9,0,0,0,0,0,90,16479.378644,0.0,50518.208708,2,2,1,2,5,3,2,2,0,53,1,8,8,1,3,2,1,7,3,1,1,1,1,1,1,0,3,1,202210,3,1029
9000125285,200000,6924.7500380254005,4,0,0,0,0,0,0,0,40,21030.766449,27260.642529,0.0,1,3,2,2,7,3,1,0,0,73,1,4,4,1,2,1,1,5,3,1,5,1,1,1,1,0,2,1,202209,1,1033
9000125533,120000,4483.569198219453,4,0,4,0,0,0,0,0,40,8284.8331282,0.0,28610.154329,1,1,2,2,9,4,2,1,3,93,1,6,6,1,1,1,2,1,3,1,1,1,1,1,0,0,1,1,202210,1,1037
